Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Precipitation(in),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Selected
2020,24,11,06,Fair,46.0,0.0,46.0,86.0,3.0,10.0,No
2017,04,05,19,Mostly Cloudy,,,55.0,86.0,16.1,10.0,No
2018,09,09,05,Partly Cloudy,,,54.0,93.0,,10.0,No
2017,20,10,02,Scattered Clouds,,0.0,54.0,93.0,19.6,10.0,No
2020,25,09,05,Fair,61.0,0.0,61.0,83.0,20.0,10.0,No
2019,25,10,07,Fair,64.0,0.0,64.0,70.0,0.0,10.0,No
2020,17,12,08,Mostly Cloudy,54.0,0.0,54.0,80.0,16.0,9.0,No
2016,20,07,08,Mostly Cloudy,,,59.0,78.0,13.8,10.0,No
2019,08,10,07,Fair,52.0,0.0,52.0,74.0,0.0,10.0,No
2019,08,12,13,Partly Cloudy,61.0,0.0,61.0,70.0,7.0,10.0,No
2020,23,08,00,Partly Cloudy,58.0,0.0,58.0,90.0,13.0,10.0,No
2017,29,01,23,Partly Cloudy,,,48.0,89.0,3.5,10.0,No
2016,27,05,16,Partly Cloudy,,,70.0,49.0,11.5,10.0,No
2016,17,12,14,Partly Cloudy,,,51.1,44.0,4.6,10.0,No
2019,29,03,06,Partly Cloudy,44.8,,46.0,93.0,3.5,7.0,No
2020,07,07,13,Fair,71.0,0.0,71.0,44.0,17.0,10.0,No
2019,07,09,10,Cloudy,63.0,0.0,63.0,78.0,13.0,10.0,No
2019,29,12,12,Cloudy,54.0,0.0,54.0,77.0,8.0,8.0,No
2020,30,12,15,Mostly Cloudy,56.0,0.0,56.0,64.0,15.0,10.0,No
2020,14,12,14,Fair,56.0,0.0,56.0,62.0,3.0,10.0,No
2020,02,06,18,Partly Cloudy / Windy,77.0,0.0,77.0,42.0,21.0,10.0,No
2020,11,03,13,Fair,62.0,0.0,62.0,67.0,8.0,10.0,No
2019,15,09,18,Mostly Cloudy,69.0,0.0,69.0,70.0,18.0,10.0,No
2019,16,12,19,Mostly Cloudy,45.0,0.0,48.0,48.0,7.0,10.0,No
2020,13,11,01,Partly Cloudy,53.0,0.0,53.0,69.0,7.0,10.0,No
2019,02,08,15,Fair,70.0,0.0,70.0,65.0,13.0,10.0,No
2018,27,04,18,Partly Cloudy,,,60.1,69.0,16.1,10.0,No
2017,01,03,07,Partly Cloudy,,,44.1,89.0,,10.0,No
2017,14,12,15,Scattered Clouds,,,62.1,58.0,,10.0,No
2018,05,11,15,Partly Cloudy,,,61.0,58.0,19.6,10.0,No
2020,01,12,14,Fair,63.0,0.0,63.0,40.0,5.0,10.0,No
2018,04,05,08,Overcast,,,52.0,86.0,8.1,7.0,No
2020,17,03,06,Partly Cloudy,44.0,0.0,44.0,85.0,3.0,10.0,No
2017,02,01,13,Overcast,,,52.0,61.0,15.0,10.0,No
2020,14,05,10,Cloudy,62.0,0.0,62.0,62.0,5.0,10.0,No
2018,11,10,14,Partly Cloudy,,,70.0,51.0,9.2,10.0,No
2017,12,12,07,Partly Cloudy,,,37.9,83.0,,10.0,No
2020,22,02,21,Mostly Cloudy,53.0,0.0,53.0,74.0,14.0,10.0,No
2019,22,06,10,Fair,66.0,0.0,66.0,70.0,3.0,10.0,No
2019,05,01,14,Light Rain,,0.08,53.1,86.0,13.8,5.0,No
2020,21,06,20,Partly Cloudy,61.0,0.0,61.0,72.0,13.0,10.0,No
2017,11,08,23,Mostly Cloudy,,,63.0,75.0,13.8,10.0,No
2019,23,01,08,Partly Cloudy,,,48.9,80.0,,10.0,No
2019,03,11,18,Fair,66.0,0.0,66.0,33.0,14.0,10.0,No
2018,16,10,10,Clear,,,63.0,46.0,4.6,10.0,No
2016,26,05,16,Partly Cloudy,,,63.0,75.0,21.9,10.0,No
2017,13,03,14,Clear,,,66.9,61.0,9.2,10.0,No
2016,08,09,19,Partly Cloudy,,,63.0,70.0,18.4,10.0,No
2019,10,05,00,Cloudy,58.0,0.0,58.0,75.0,8.0,10.0,No
2020,20,11,17,Fair,55.0,0.0,55.0,72.0,12.0,10.0,No
2020,10,03,16,Mostly Cloudy,71.0,0.0,71.0,34.0,5.0,10.0,No
2018,26,01,12,Scattered Clouds,,,52.0,77.0,6.9,10.0,No
2020,11,01,03,Cloudy,50.0,0.0,50.0,86.0,7.0,6.0,No
2019,16,10,13,Cloudy,64.0,0.0,64.0,63.0,5.0,10.0,No
2016,26,10,07,Partly Cloudy,,,57.9,81.0,5.8,10.0,No
2019,11,08,23,Fair,63.0,0.0,63.0,75.0,14.0,10.0,No
2020,26,03,09,Fair,49.0,0.0,49.0,66.0,3.0,10.0,No
2019,06,09,21,Mostly Cloudy,63.0,0.0,63.0,81.0,14.0,10.0,No
2019,25,12,13,Cloudy,54.0,0.0,54.0,66.0,10.0,10.0,No
2018,30,09,21,Overcast,,,64.0,78.0,3.5,10.0,No
2020,31,12,12,Partly Cloudy,58.0,0.0,58.0,56.0,9.0,10.0,No
2016,31,08,23,Overcast,,,62.1,90.0,11.5,10.0,No
2017,06,07,17,Partly Cloudy,,,69.1,49.0,25.3,10.0,No
2018,29,10,15,Scattered Clouds,,,66.9,51.0,19.6,10.0,No
2018,29,11,20,Mostly Cloudy,,,55.9,84.0,8.1,10.0,No
2018,19,11,12,Haze,,,59.0,55.0,3.5,2.0,No
2016,12,10,01,Mostly Cloudy,,,55.0,83.0,8.1,10.0,No
2020,26,06,18,Fair,64.0,0.0,64.0,75.0,18.0,10.0,No
2019,23,01,17,Scattered Clouds,,,54.0,72.0,,10.0,No
2019,20,10,17,Fair / Windy,64.0,0.0,64.0,58.0,21.0,10.0,No
2017,13,09,12,Mostly Cloudy,,,68.0,78.0,11.5,10.0,No
2018,10,11,18,Haze,,,51.8,67.0,4.6,3.0,No
2018,24,06,11,Partly Cloudy,,,72.0,61.0,9.2,10.0,No
2016,12,05,21,Mostly Cloudy,,,57.0,87.0,15.0,10.0,No
2020,02,02,22,Fair / Windy,39.0,0.0,47.0,61.0,23.0,10.0,No
2020,18,02,07,Mostly Cloudy,54.0,0.0,54.0,35.0,7.0,10.0,No
2020,31,01,16,Mostly Cloudy,67.0,0.0,67.0,59.0,5.0,10.0,No
2020,22,06,21,Fair,61.0,0.0,61.0,78.0,6.0,10.0,No
2016,04,04,11,Partly Cloudy,,,62.1,65.0,6.9,10.0,No
2018,16,02,12,Clear,,,57.9,60.0,3.5,10.0,No
2019,24,10,11,Partly Cloudy,79.0,0.0,79.0,15.0,7.0,10.0,No
2020,03,12,21,Partly Cloudy,56.0,0.0,56.0,57.0,0.0,10.0,No
2019,20,10,20,Fair,60.0,0.0,60.0,72.0,20.0,10.0,No
2016,17,08,15,Partly Cloudy,,,69.1,58.0,19.6,10.0,No
2019,30,05,09,Cloudy,57.0,0.0,57.0,72.0,8.0,10.0,No
2018,31,12,11,Partly Cloudy,,,53.1,43.0,29.9,10.0,No
2017,14,04,21,Clear,,,52.0,71.0,13.8,10.0,No
2018,21,01,12,Mostly Cloudy,,,54.0,72.0,4.6,10.0,No
2017,02,06,10,Partly Cloudy,,,63.0,63.0,17.3,10.0,No
2018,13,09,08,Scattered Clouds,,,60.1,75.0,8.1,10.0,No
2019,02,10,17,Fair,69.0,0.0,69.0,45.0,14.0,10.0,No
2016,03,10,18,Overcast,,,63.0,60.0,8.1,10.0,No
2019,28,10,10,Fair,64.0,0.0,64.0,19.0,6.0,10.0,No
2019,12,10,18,Mostly Cloudy,67.0,0.0,67.0,33.0,14.0,10.0,No
2020,09,06,18,Fair,76.0,0.0,76.0,43.0,10.0,10.0,No
2019,05,08,19,Cloudy,65.0,0.0,65.0,75.0,17.0,10.0,No
2019,07,12,10,Mostly Cloudy / Windy,66.0,0.0,66.0,65.0,29.0,9.0,No
2017,22,12,17,Mostly Cloudy,,,48.9,61.0,8.1,10.0,No
2019,06,12,23,Light Rain,55.0,0.15,55.0,93.0,10.0,3.0,No
2018,16,09,23,Overcast,,,57.9,93.0,,10.0,No
2020,16,12,23,Cloudy,56.0,0.0,56.0,80.0,7.0,7.0,No
2020,07,11,19,Partly Cloudy,54.0,0.0,54.0,66.0,17.0,10.0,No
2020,23,03,14,Mostly Cloudy,54.0,0.0,54.0,66.0,12.0,10.0,No
2017,07,04,18,Rain,,0.06,59.0,87.0,15.0,2.5,No
2019,17,10,18,Partly Cloudy,63.0,0.0,63.0,63.0,18.0,10.0,No
2017,11,04,12,Mostly Cloudy,,,64.9,42.0,16.1,10.0,No
2016,21,07,08,Mostly Cloudy,,,60.1,75.0,6.9,10.0,No
2020,06,02,17,Fair,56.0,0.0,56.0,60.0,13.0,10.0,No
2016,04,08,12,Mostly Cloudy,,,64.0,67.0,13.8,10.0,No
2019,06,12,21,Rain,55.0,0.07,55.0,93.0,10.0,3.0,No
2018,25,05,16,Mostly Cloudy,,,64.0,63.0,16.1,10.0,No
2018,22,03,13,Scattered Clouds,,,55.0,69.0,28.8,10.0,No
2019,04,05,12,Fair,60.0,0.0,60.0,62.0,10.0,10.0,No
2019,21,10,13,Fair,75.0,0.0,75.0,41.0,6.0,10.0,No
2016,27,09,10,Clear,,,78.1,42.0,8.1,10.0,No
2017,11,03,21,Scattered Clouds,,,54.0,86.0,11.5,10.0,No
2019,14,12,17,Mostly Cloudy,55.0,0.0,55.0,67.0,13.0,10.0,No
2019,11,10,22,Fair,65.0,0.0,65.0,26.0,8.0,10.0,No
2018,05,03,17,Mostly Cloudy,,,57.0,62.0,4.6,10.0,No
2017,20,01,18,Mostly Cloudy,,0.0,50.0,74.0,12.7,10.0,No
2020,13,02,08,Mostly Cloudy,50.0,0.0,50.0,80.0,3.0,9.0,No
2019,30,11,12,Light Rain / Windy,50.0,0.02,50.0,80.0,22.0,7.0,No
2020,24,04,09,Fair,62.0,0.0,62.0,60.0,0.0,10.0,No
2020,25,11,06,Partly Cloudy,54.0,0.0,54.0,80.0,0.0,10.0,No
2019,07,05,08,Partly Cloudy,58.0,0.0,58.0,70.0,0.0,10.0,No
2016,23,12,13,Light Rain,,0.04,53.1,86.0,19.6,8.0,No
2019,22,05,16,Mostly Cloudy,68.0,0.0,68.0,59.0,12.0,10.0,No
2019,24,09,15,Fair,87.0,0.0,87.0,21.0,20.0,10.0,No
2020,22,06,03,Cloudy,60.0,0.0,60.0,83.0,5.0,10.0,No
2018,28,04,10,Mostly Cloudy,,,57.9,67.0,3.5,10.0,No
2019,04,11,17,Fair,57.0,0.0,57.0,77.0,9.0,10.0,No
2017,30,09,09,Partly Cloudy,,,64.9,65.0,3.5,10.0,No
2016,02,11,22,Clear,,,57.9,72.0,,10.0,No
2020,04,04,19,Light Rain,55.0,0.06,55.0,89.0,10.0,5.0,No
2020,01,11,03,Fair,51.0,0.0,51.0,83.0,0.0,10.0,No
2018,11,09,22,Clear,,,61.0,75.0,9.2,10.0,No
2020,24,01,18,Cloudy,59.0,0.0,59.0,81.0,5.0,10.0,No
2020,03,12,02,Fair,51.0,0.0,51.0,86.0,7.0,10.0,No
2018,16,09,07,Partly Cloudy,,,57.9,81.0,6.9,10.0,No
2019,05,01,02,Mostly Cloudy,,,50.0,80.0,13.8,10.0,No
2019,19,09,15,Fair,74.0,0.0,74.0,46.0,12.0,10.0,No
2018,28,06,17,Clear,,,66.0,59.0,13.8,10.0,No
2018,12,09,05,Clear,,,55.9,84.0,,10.0,No
2020,22,07,19,Fair,67.0,0.0,67.0,66.0,15.0,10.0,No
2020,16,10,08,Fair,72.0,0.0,72.0,33.0,9.0,10.0,No
2017,20,07,19,Partly Cloudy,,,61.0,67.0,20.7,10.0,No
2016,15,07,04,Overcast,,,59.0,83.0,9.2,10.0,No
2019,31,12,23,Mostly Cloudy,47.0,0.0,49.0,86.0,5.0,10.0,No
2017,24,11,18,Mostly Cloudy,,,62.1,75.0,8.1,10.0,No
2018,06,09,09,Haze,,,59.0,83.0,5.8,6.0,No
2016,23,11,17,Clear,,,55.0,74.0,6.9,10.0,No
2020,09,05,21,Partly Cloudy,53.0,0.0,53.0,83.0,12.0,10.0,No
2017,13,03,14,Partly Cloudy,,,66.0,63.0,,10.0,No
2019,13,09,13,Fair,79.0,0.0,79.0,54.0,3.0,10.0,No
2019,15,10,20,Fair,56.0,0.0,56.0,77.0,20.0,10.0,No
2019,29,08,09,Cloudy,70.0,0.0,70.0,65.0,9.0,10.0,No
2020,13,01,08,Fair,44.0,0.0,44.0,100.0,0.0,7.0,No
2020,09,01,20,Fair,46.0,0.0,46.0,83.0,0.0,10.0,No
2016,31,03,10,Mostly Cloudy,,,57.9,75.0,8.1,10.0,No
2019,05,11,15,Fair,65.0,0.0,65.0,63.0,9.0,10.0,No
2019,17,08,02,Fair,65.0,0.0,65.0,68.0,8.0,10.0,No
2020,28,01,14,Mostly Cloudy,59.0,0.0,59.0,72.0,9.0,10.0,No
2018,24,12,12,Overcast,,0.0,59.0,83.0,11.5,9.0,No
2019,05,04,13,Cloudy,59.0,0.0,59.0,78.0,8.0,10.0,No
2020,12,03,06,Fair,45.0,0.0,47.0,93.0,5.0,9.0,No
2016,30,09,16,Partly Cloudy,,,63.0,58.0,23.0,10.0,No
2018,29,03,00,Clear,,,55.9,87.0,,10.0,No
2019,06,05,09,Cloudy,55.0,0.0,55.0,80.0,12.0,10.0,No
2019,10,12,21,Cloudy,54.0,0.07,54.0,97.0,0.0,6.0,No
2018,22,06,13,Clear,,,78.1,40.0,11.5,10.0,No
2020,08,12,14,Fair,73.0,0.0,73.0,21.0,7.0,10.0,No
2019,11,06,09,Fair,72.0,0.0,72.0,66.0,3.0,10.0,No
2020,04,11,17,Fair,67.0,0.0,67.0,73.0,8.0,10.0,No
2018,04,12,13,Overcast,,,53.1,64.0,5.8,10.0,No
2016,06,10,20,Clear,,,60.1,64.0,15.0,10.0,No
2016,06,06,16,Partly Cloudy,,,66.9,59.0,23.0,10.0,No
2019,20,12,10,Fog,50.0,0.0,50.0,96.0,0.0,2.0,No
2020,21,09,09,Fair,65.0,0.0,65.0,78.0,0.0,10.0,No
2018,01,05,18,Mostly Cloudy,,,57.0,69.0,12.7,10.0,No
2019,19,05,18,Mostly Cloudy,56.0,0.0,56.0,67.0,8.0,10.0,No
2017,08,02,06,Light Rain,,0.01,60.1,96.0,8.1,6.0,No
2017,19,10,16,Overcast,,,62.1,78.0,9.2,10.0,No
2018,27,11,15,Overcast,,0.0,57.9,87.0,10.4,6.0,No
2020,07,05,15,Mostly Cloudy,80.0,0.0,80.0,26.0,16.0,10.0,No
2017,13,12,09,Partly Cloudy,,,53.1,71.0,,10.0,No
2017,24,03,19,Overcast,,,57.0,96.0,5.8,10.0,No
2018,20,07,12,Partly Cloudy,,,72.0,64.0,8.1,10.0,No
2019,28,02,19,Mostly Cloudy,,,53.1,61.0,6.9,10.0,No
2018,23,02,07,Clear,41.5,,44.1,49.0,4.6,10.0,No
2017,30,04,03,Clear,,,54.0,86.0,4.6,10.0,No
2019,24,09,07,Fair,67.0,0.0,67.0,63.0,0.0,10.0,No
2017,09,01,20,Light Rain,,0.01,55.0,83.0,15.0,10.0,No
2020,30,01,14,Partly Cloudy,59.0,0.0,59.0,81.0,9.0,10.0,No
2018,17,05,07,Mostly Cloudy,,,57.0,74.0,15.0,10.0,No
2018,21,09,11,Clear,,,73.0,51.0,11.5,10.0,No
2019,11,10,17,Partly Cloudy,73.0,0.0,73.0,27.0,3.0,10.0,No
2016,21,10,17,Partly Cloudy,,,66.0,75.0,16.1,10.0,No
2017,16,06,12,Partly Cloudy,,,73.0,51.0,24.2,10.0,No
2016,11,05,18,Clear,,,62.1,65.0,17.3,10.0,No
2019,19,10,23,Partly Cloudy,57.0,0.0,57.0,89.0,0.0,10.0,No
2017,27,09,05,Clear,,,64.0,63.0,,10.0,No
2017,16,06,21,Partly Cloudy,,,70.0,61.0,5.8,10.0,No
2016,24,03,08,Partly Cloudy,,,55.0,80.0,6.9,10.0,No
2019,27,04,13,Cloudy,67.0,0.0,67.0,59.0,9.0,10.0,No
2020,23,06,02,Fair,58.0,0.0,58.0,84.0,7.0,10.0,No
2017,10,01,03,Light Rain,,0.07,55.9,100.0,13.8,10.0,No
2016,01,06,20,Mostly Cloudy,,,57.9,84.0,13.8,10.0,No
2018,22,03,06,Light Rain,,0.09,59.0,83.0,18.4,7.0,No
2020,17,07,13,Fair,72.0,0.0,72.0,55.0,14.0,10.0,No
2020,06,08,04,Cloudy,58.0,0.0,58.0,84.0,9.0,9.0,No
2017,20,12,08,Partly Cloudy,,,51.1,61.0,12.7,10.0,No
2017,24,07,14,Partly Cloudy,,,72.0,53.0,12.7,10.0,No
2019,05,10,13,Fair,75.0,0.0,75.0,29.0,6.0,10.0,No
2019,12,06,08,Cloudy,74.0,0.0,74.0,55.0,5.0,10.0,No
2020,14,03,09,Light Rain,51.0,0.06,51.0,83.0,6.0,7.0,No
2018,20,12,10,Overcast,,,52.0,97.0,,2.0,No
2019,16,06,12,Mostly Cloudy,62.0,0.0,62.0,70.0,12.0,10.0,No
2019,21,10,16,Fair,76.0,0.0,76.0,42.0,7.0,10.0,No
2017,26,10,08,Partly Cloudy,,,57.0,93.0,,10.0,No
2018,25,07,11,Partly Cloudy,,,66.9,66.0,19.6,10.0,No
2018,25,05,07,Overcast,,,55.9,84.0,11.5,10.0,No
2019,27,03,03,Overcast,,0.0,59.0,81.0,20.7,10.0,No
2020,01,12,17,Fair,56.0,0.0,56.0,64.0,14.0,10.0,No
2019,30,05,15,Mostly Cloudy / Windy,59.0,0.0,59.0,69.0,21.0,10.0,No
2016,23,11,02,Scattered Clouds,,,53.1,83.0,6.9,10.0,No
2020,20,11,11,Partly Cloudy,65.0,0.0,65.0,27.0,10.0,10.0,No
2019,03,06,16,Fair,66.0,0.0,66.0,63.0,17.0,10.0,No
2019,04,11,14,Fair,71.0,0.0,71.0,41.0,8.0,10.0,No
2017,01,09,08,Partly Cloudy,,,73.0,73.0,3.5,8.0,No
2018,25,06,05,Overcast,,,60.8,77.0,12.7,10.0,No
2019,13,11,20,Haze,55.0,0.0,55.0,83.0,5.0,6.0,No
2016,23,09,01,Clear,,,60.1,83.0,9.2,10.0,No
2018,20,11,18,Mostly Cloudy,,,55.9,72.0,4.6,7.0,No
2016,30,07,22,Partly Cloudy,,,57.0,87.0,12.7,10.0,No
2017,28,12,14,Partly Cloudy,,,55.9,69.0,5.8,10.0,No
2018,08,05,16,Partly Cloudy,,,66.0,60.0,15.0,10.0,No
2018,15,07,23,Partly Cloudy,,,57.0,83.0,10.4,10.0,No
2016,01,09,14,Scattered Clouds,,,64.0,75.0,6.9,10.0,No
2017,04,08,10,Overcast,,,70.0,65.0,6.9,10.0,No
2020,27,10,16,Fair,77.0,0.0,77.0,21.0,6.0,10.0,No
2019,19,08,08,Cloudy,62.0,0.0,62.0,78.0,9.0,10.0,No
2020,06,02,10,Fair,54.0,0.0,54.0,72.0,3.0,9.0,No
2020,27,02,13,Mostly Cloudy,70.0,0.0,70.0,42.0,6.0,10.0,No
2020,04,04,18,Light Rain,57.0,0.0,57.0,87.0,17.0,2.0,No
2020,23,11,06,Cloudy,55.0,0.0,55.0,80.0,3.0,10.0,No
2016,19,10,11,Scattered Clouds,,,64.9,50.0,5.8,10.0,No
2019,30,05,16,Mostly Cloudy / Windy,59.0,0.0,59.0,69.0,21.0,10.0,No
2020,09,02,20,Fair,56.0,0.0,56.0,51.0,15.0,10.0,No
2018,07,01,11,Overcast,,,52.0,83.0,,10.0,No
2019,02,09,14,Fair / Windy,70.0,0.0,70.0,61.0,22.0,10.0,No
2018,11,06,02,Clear,,,55.0,83.0,5.8,10.0,No
2018,04,12,07,Mostly Cloudy,,,50.0,71.0,10.4,10.0,No
2018,24,02,01,Partly Cloudy,34.5,,37.0,76.0,3.5,10.0,No
2016,05,11,04,Partly Cloudy,,,53.1,89.0,3.5,10.0,No
2016,01,11,10,Mostly Cloudy,,,61.0,67.0,10.4,10.0,No
2020,24,02,17,Fair,61.0,0.0,61.0,46.0,20.0,10.0,No
2019,12,02,18,Overcast,,,54.0,55.0,8.1,10.0,No
2016,20,08,15,Partly Cloudy,,,68.0,65.0,18.4,10.0,No
2019,19,03,17,Overcast,,,63.0,58.0,16.1,10.0,No
2018,19,01,09,Partly Cloudy,,,53.1,83.0,4.6,10.0,No
2019,30,01,19,Mostly Cloudy,,,57.9,72.0,6.9,10.0,No
2019,02,11,21,Fair,53.0,0.0,53.0,57.0,0.0,10.0,No
2020,10,11,04,Fair,39.0,0.0,42.0,58.0,5.0,10.0,No
2018,29,12,19,Mostly Cloudy,,,51.1,77.0,9.2,10.0,No
2019,19,10,02,Fair,48.0,0.0,48.0,89.0,3.0,9.0,No
2020,15,04,19,Mostly Cloudy,58.0,0.0,58.0,70.0,17.0,10.0,No
2020,23,01,23,Shallow Fog,52.0,0.0,52.0,89.0,0.0,9.0,No
2019,30,07,17,Partly Cloudy,67.0,0.0,67.0,63.0,14.0,10.0,No
2017,17,09,14,Clear,,,69.1,58.0,8.1,10.0,No
2018,20,06,15,Partly Cloudy,,,64.0,65.0,15.0,10.0,No
2016,25,10,14,Mostly Cloudy,,,70.0,59.0,24.2,10.0,No
2019,18,10,13,Partly Cloudy,66.0,0.0,66.0,68.0,15.0,10.0,No
2019,22,05,15,Partly Cloudy,68.0,0.0,68.0,55.0,16.0,10.0,No
2016,13,12,07,Mostly Cloudy,,,51.1,77.0,4.6,10.0,No
2016,06,04,13,Scattered Clouds,,,77.0,36.0,8.1,10.0,No
2019,29,08,13,Fair,76.0,0.0,76.0,54.0,15.0,10.0,No
2016,06,10,10,Partly Cloudy,,,64.0,67.0,3.5,10.0,No
2019,25,10,08,Fair,67.0,0.0,67.0,59.0,3.0,10.0,No
2019,06,12,19,Light Rain,59.0,0.04,59.0,78.0,14.0,10.0,No
2019,03,10,19,Fair,61.0,0.0,61.0,64.0,8.0,10.0,No
2018,08,01,13,Light Rain,,0.01,55.0,100.0,9.2,3.0,No
2017,30,01,15,Scattered Clouds,,,57.9,72.0,4.6,10.0,No
2018,25,01,17,Mostly Cloudy,,,52.0,74.0,5.8,10.0,No
2018,06,02,21,Partly Cloudy,,,63.0,34.0,,10.0,No
2020,24,01,21,Cloudy,55.0,0.0,55.0,93.0,9.0,10.0,No
2017,13,10,14,Haze,,,70.0,32.0,11.5,4.0,No
2016,05,05,13,Mostly Cloudy,,,63.0,72.0,13.8,10.0,No
2020,18,06,14,Fair,82.0,0.0,82.0,29.0,17.0,10.0,No
2020,30,04,17,Partly Cloudy / Windy,60.0,0.0,60.0,64.0,28.0,10.0,No
2019,28,10,09,Fair,61.0,0.0,61.0,21.0,8.0,10.0,No
2019,28,05,09,Mostly Cloudy,59.0,0.0,59.0,75.0,5.0,10.0,No
2020,29,01,00,Mostly Cloudy,52.0,0.0,52.0,86.0,10.0,8.0,No
2017,28,09,18,Partly Cloudy,,,64.0,67.0,18.4,10.0,No
2019,05,11,14,Fair,64.0,0.0,64.0,56.0,15.0,10.0,No
2020,14,05,16,Mostly Cloudy,68.0,0.0,68.0,61.0,16.0,10.0,No
2016,26,07,12,Scattered Clouds,,,77.0,45.0,10.4,10.0,No
2016,15,09,10,Partly Cloudy,,,62.1,72.0,15.0,10.0,No
2019,11,06,15,Mostly Cloudy,96.0,0.0,96.0,22.0,16.0,10.0,No
2019,19,12,22,Fair,53.0,0.0,53.0,86.0,3.0,10.0,No
2019,28,09,19,Fair / Windy,60.0,0.0,60.0,64.0,29.0,10.0,No
2020,01,06,16,Partly Cloudy,69.0,0.0,69.0,53.0,20.0,10.0,No
2019,16,12,06,Partly Cloudy,38.0,0.0,42.0,82.0,6.0,10.0,No
2018,18,10,05,Overcast,,,55.0,89.0,3.5,10.0,No
2017,05,09,12,Partly Cloudy,,,80.1,62.0,12.7,10.0,No
2020,18,01,17,Mostly Cloudy,51.0,0.0,51.0,63.0,8.0,10.0,No
2020,08,01,19,Cloudy,54.0,0.0,54.0,66.0,9.0,10.0,No
2016,23,11,22,Clear,,,46.9,86.0,4.6,10.0,No
2020,02,05,21,Cloudy,59.0,0.0,59.0,87.0,9.0,10.0,No
2016,27,04,18,Scattered Clouds,,,62.1,58.0,23.0,10.0,No
2016,15,12,22,Overcast,,0.01,52.0,83.0,13.8,8.0,No
2019,06,03,05,Light Rain,,0.05,55.9,84.0,11.5,9.0,No
2016,10,09,17,Partly Cloudy,,,64.0,70.0,24.2,10.0,No
2017,22,02,09,Mostly Cloudy,,,51.1,66.0,9.2,10.0,No
2019,13,11,20,Cloudy,56.0,0.0,56.0,77.0,5.0,9.0,No
2017,13,04,10,Mostly Cloudy,,0.0,57.9,65.0,20.7,10.0,No
2020,13,11,11,Mostly Cloudy,59.0,0.0,59.0,64.0,12.0,10.0,No
2020,21,11,06,Fair,47.0,0.0,47.0,63.0,0.0,10.0,No
2019,08,08,01,Partly Cloudy / Windy,61.0,0.0,61.0,78.0,22.0,9.0,No
2020,03,06,15,Fair / Windy,82.0,0.0,82.0,37.0,22.0,10.0,No
2019,08,07,21,Mostly Cloudy,61.0,0.0,61.0,75.0,15.0,10.0,No
2020,04,03,14,Partly Cloudy,76.0,0.0,76.0,33.0,10.0,10.0,No
2017,10,08,16,Partly Cloudy,,,66.9,73.0,17.3,10.0,No
2020,01,06,20,Partly Cloudy,66.0,0.0,66.0,65.0,10.0,10.0,No
2019,29,06,04,Cloudy,58.0,0.0,58.0,81.0,5.0,10.0,No
2019,21,10,07,Fair,53.0,0.0,53.0,86.0,3.0,10.0,No
2019,01,08,04,Fair,60.0,0.0,60.0,80.0,0.0,10.0,No
2020,29,02,22,Mostly Cloudy / Windy,40.0,0.0,49.0,69.0,36.0,10.0,No
2020,06,06,13,Fair / Windy,69.0,0.0,69.0,51.0,26.0,10.0,No
2017,22,03,03,Overcast,,0.1,54.0,86.0,4.6,10.0,No
2018,31,07,16,Partly Cloudy,,,62.1,70.0,21.9,10.0,No
2020,11,05,08,Fair,62.0,0.0,62.0,58.0,9.0,10.0,No
2019,08,11,15,Haze,55.0,0.0,55.0,77.0,17.0,6.0,No
2020,26,05,05,Fair,56.0,0.0,56.0,84.0,7.0,10.0,No
2017,10,05,14,Mostly Cloudy,,,66.0,52.0,17.3,10.0,No
2020,20,06,08,Partly Cloudy,62.0,0.0,62.0,72.0,6.0,10.0,No
2020,14,02,21,Fair,52.0,0.0,52.0,74.0,0.0,10.0,No
2018,16,06,10,Partly Cloudy,,,61.0,72.0,6.9,10.0,No
2016,06,04,14,Mostly Cloudy,,,82.0,28.0,3.5,10.0,No
2020,09,10,19,Fair,64.0,0.0,64.0,75.0,7.0,10.0,No
2017,13,01,20,Clear,,,48.9,83.0,8.1,10.0,No
2018,01,03,10,Light Rain,,0.0,51.1,100.0,23.0,5.0,No
2019,04,09,15,Partly Cloudy / Windy,70.0,0.0,70.0,61.0,21.0,10.0,No
2016,17,11,06,Clear,41.3,,43.0,86.0,3.5,10.0,No
2019,22,06,22,Fair,62.0,0.0,62.0,75.0,7.0,9.0,No
2016,17,05,07,Clear,,,61.0,58.0,3.5,10.0,No
2019,09,12,15,Partly Cloudy,58.0,0.0,58.0,70.0,7.0,10.0,No
2017,05,01,21,Clear,41.0,,46.0,56.0,10.4,10.0,No
2016,11,08,20,Partly Cloudy,,,60.1,80.0,19.6,10.0,No
2019,12,03,17,Partly Cloudy,,,55.0,59.0,31.1,10.0,No
2020,02,02,20,Mostly Cloudy / Windy,39.0,0.0,47.0,68.0,21.0,10.0,No
2019,18,12,15,Mostly Cloudy,58.0,0.0,58.0,75.0,7.0,6.0,No
2016,12,12,16,Overcast,,,53.1,71.0,,10.0,No
2017,10,03,06,Mostly Cloudy,,,53.1,89.0,10.4,10.0,No
2020,23,12,16,Mostly Cloudy,60.0,0.0,60.0,23.0,12.0,10.0,No
