,target,text
3126,spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
3127,ham,U coming 2 pick me?
3128,ham,Thats cool. i liked your photos. You are very sexy!
3129,ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
3130,ham,"Haha better late than ever, any way I could swing by?"
3131,ham,Ok. But i finish at 6.
3132,spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
3133,ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
3134,ham,So no messages. Had food?
3135,ham,Ok going to sleep. Hope i can meet her.
3136,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
3137,ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
3138,ham,You're right I have now that I think about it
3139,ham,Wat r u doing now?
3140,ham,Is ur lecture over?
3141,spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
3142,ham,Customer place i will call you
3143,ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
3144,ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
3145,ham,"Haha I heard that, text me when you're around"
3146,ham,I.ll get there tomorrow and send it to you
3147,ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
3148,ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
3149,ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
3150,ham,"Sorry,  in meeting I'll call you later"
3151,ham,Yo! Howz u? girls never rang after india. L
3152,ham,Yeah but which is worse for i
3153,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
3154,ham,I tagged MY friends that you seemed to count as YOUR friends.
3155,spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
3156,ham,Ok...
3157,ham,Long time. You remember me today.
3158,ham,Havent shopping now lor i juz arrive only
3159,ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
3160,ham,Are you up for the challenge? I know i am :)
3161,ham,How much did ur hdd casing cost.
3162,ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
3163,ham,I can't describe how lucky you are that I'm actually awake by noon
3164,spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
3165,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
3166,ham,Cheers for the card ... Is it that time of year already?
3167,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
3168,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
3169,ham,Ugh hopefully the asus ppl dont randomly do a reformat.
3170,ham,"Haven't seen my facebook, huh? Lol!"
3171,ham,"Mah b, I'll pick it up tomorrow"
3172,ham,Still otside le..u come 2morrow maga..
3173,ham,Do u still have plumbers tape and a wrench we could borrow?
3174,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
3175,ham,It vl bcum more difficult..
3176,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
3177,ham,Havent still waitin as usual... Ü come back sch oredi?
3178,ham,In meeting da. I will call you
3179,ham,K k :-):-) then watch some films.
3180,ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
3181,ham,There the size of elephant tablets & u shove um up ur ass!!
3182,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
3183,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
3184,ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. 
3185,ham,Good morning pookie pie! Lol hope I didn't wake u up
3186,ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
3187,ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
3188,ham,Howz that persons story
3189,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
3190,ham,X2  &lt;#&gt; . Are you going to get that
3191,ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
3192,spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
3193,ham,Is ur paper today in e morn or aft?
3194,ham,I will lick up every drop :) are you ready to use your mouth as well?
3195,ham,And you! Will expect you whenever you text! Hope all goes well tomo 
3196,ham,Great. P diddy is my neighbor and comes for toothpaste every morning
3197,ham,"I av a new number,  . Wil u only use this one,ta."
3198,ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
3199,ham,7 lor... Change 2 suntec... Wat time u coming?
3200,ham,No de.am seeing in online shop so that i asked.
3201,ham,Just curious because my cuz asked what I was up to
3202,ham,Nice.nice.how is it working?
3203,ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
3204,ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
3205,ham,She's good. How are you. Where r u working now
3206,ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
3207,ham,At home also.
3208,ham,This phone has the weirdest auto correct.
3209,ham,Oops my phone died and I didn't even know. Yeah I like it better.
3210,ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
3211,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
3212,ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
3213,ham,We got a divorce. Lol. She.s here
3214,ham,What's ur pin?
3215,ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
3216,ham,I want snow. It's just freezing and windy.
3217,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
3218,ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
3219,ham,Don know:)this week i'm going to tirunelvai da.
3220,ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
3221,ham,Its like that hotel dusk game i think. You solve puzzles in a area thing
3222,spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
3223,ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
3224,ham,Well that must be a pain to catch
3225,ham,Sorry da thangam.it's my mistake.
3226,ham,I need... Coz i never go before 
3227,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
3228,ham,Wife.how she knew the time of murder exactly
3229,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
3230,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
3231,ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
3232,ham,No plm i will come da. On the way.
3233,ham,Guess he wants alone time. We could just show up and watch when they do..
3234,ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
3235,ham,Yup ü not comin :-(
3236,ham,"Yes, princess. Toledo."
3237,ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
3238,ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
3239,ham,Good. No swimsuit allowed :)
3240,ham,Am okay. Will soon be over. All the best
3241,ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
3242,ham,Ok i've sent u da latest version of da project.
3243,ham,Good Morning my Dear........... Have a great &amp; successful day.
3244,ham,Pls accept me for one day. Or am begging you change the number.
3245,ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
3246,ham,"Its ok, if anybody asks abt me, u tel them..:-P"
3247,ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
3248,ham,* You gonna ring this weekend or wot?
3249,ham,Also track down any lighters you can find
3250,ham,"Sorry, I can't help you on this."
3251,ham,"Babe, I need your advice"
3252,ham,"I‘ll leave around four, ok?"
3253,ham,Come to medical college at 7pm ......forward it da
3254,ham,K:)k..its good:)when are you going?
3255,ham,I can make lasagna for you... vodka...
3256,ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
3257,ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
3258,ham,"No, but you told me you were going, before you got drunk!"
3259,ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
3260,spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
3261,ham,I'm always looking for an excuse to be in the city.
3262,ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
3263,ham,O shore are you takin the bus
3264,ham,So u gonna get deus ex?
3265,ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
3266,spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
3267,ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
3268,ham,Ok then i come n pick u at engin?
3269,ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
3270,ham,Raviyog Peripherals bhayandar east
3271,ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way
3272,spam,You have 1 new voicemail. Please call 08719181513.
3273,ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
3274,ham,Just finished eating. Got u a plate. NOT leftovers this time.
3275,ham,Thanx a lot...
3276,ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
3277,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
3278,ham,Its a great day. Do have yourself a beautiful one.
3279,ham,What happened in interview?
3280,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
